Machine_Type,Company Code,Name of recipient,Equipment,Description of technical object,Status,Specification,Chassis number,Engine serial number,Engine Model,Engine power,Engine capacity,License plate number,Tax,Insurance,Duties,Note,Class,Asset,Manufacturer of asset,Keyword,Registered
Vehicle,1000,อุโมงค์หัวหิน_1000,PU-412,รถกระบะตอนเดียว ISUZU TFR M/T,ใช้งาน,,TFR54HCL-V-7136634,4JA1-G14750,ISUZU-4JA1,90,"2,499",บต-3017 สระบุรี,19/6/2568,7/10/2569,900,กลุ่ม 2 /ไม่เกิน 150 ลิตร,PU,131000000000,ISUZU,รถปิคอัพ,7/10/2540
Vehicle,1000,หน่วยงานสระบุรี(ส่วนกลาง),PU-414,รถกระบะตอนเดียว ISUZU TFR M/T,ใช้งาน,,TFR54HC-V7138888,4JA1-G16896,ISUZU-4JA1,90,"2,499",บต-3021 สระบุรี,,7/10/2569,900,กลุ่ม 2 /ไม่เกิน 150 ลิตร,PU,131000000000,ISUZU,รถปิคอัพ,7/10/2540
Vehicle,1000,อ่างเก็บน้ำห้วยฉลอม ตาก,PU-416,กระบะตอนเดียว ISUZU TFR M/T,ใช้งาน,อยู่ 4-7,TFR54HC-V-7133476,4JA1-G08093,ISUZU/4JA1,90,"2,499",บต-3090 สระบุรี,13/9/2569,15/10/2569,900,กลุ่ม 1 /ไม่เกิน 100 ลิตร,PU,131000000000,ISUZU,รถปิคอัพ,15/10/2540
Vehicle,2000,ศูนย์ซ่อมสระบุรี_2000,PU-423,รถกระบะตอนครึ่ง TOYOTA LN90 M/T,Stand by/รอใช้งาน,ว่าง/คืน11คัน/OK/ตรัง,LN-90-8286756,2L-9506667,TOYOTA-2L,85,2.45,ลข-301 กทม.,25/6/2568,25/2/2569,900,กลุ่ม 2 /ไม่เกิน 150 ลิตร,PU,231000000000,TOYOTA,รถปิคอัพ,25/2/2541
Vehicle,1000,ศูนย์ซ่อมสระบุรี_2000,PU-432,รถกระบะแวน5ประตู ISUZU TFR M/T,ใช้งาน,,TFR55HY-V7115730,4JB1-G16073,ISUZU-4JB1,90,2.77,พน-3028 กทม.,30/10/2569,25/2/2569,"5,984.00",กลุ่ม 2 /ไม่เกิน 150 ลิตร,PU,131000000000,ISUZU,รถปิคอัพ,25/2/2541
Vehicle,1000,ศูนย์ซ่อมตรัง_2000,PU-436,รถกระบะแวน5ประตู ISUZU TFR 4WD M/T,ใช้งาน,OILLER,TFS55HPY-W7104802,4JB1-G54210,ISUZU-4JB1,0,2.77,ภค-6461 กทม.,20/6/2569,8/6/2569,"5,984.00",กลุ่ม 1 /ไม่เกิน 100 ลิตร,PU,131000000000,ISUZU,รถปิคอัพ,8/6/2542
Vehicle,2000,ศูนย์ซ่อมกระบี่_2000,PU-437,รถกระบะ4ประตู MITSUBISHI GRANDIS M/T,ใช้งาน,,MMTJNK67L-2D000923,PA3129,MITSUBISHI,0,2.84,วค-2546 กทม.,23/12/2568,19/11/2569,"6,240.00",กลุ่ม 2 /ไม่เกิน 150 ลิตร,PU,231000000000,MITSUBISHI,รถปิคอัพ,19/11/2544
Vehicle,2000,อ่างเก็บน้ำห้วยฉลอม ตาก,PU-441,รถกระบะตอนครึ่ง TOYOTA D4D TIGER 4WD M/T,ใช้งาน,,MR032JNG506012853,2KD-9210048,TOYOTA-2KD,102,2.49,ณต-9826 กทม.,23/5/2569,10/6/2569,"1,050.00",,PU,231000000000,TOYOTA,รถปิคอัพ,10/6/2547
Vehicle,2000,อ่างเก็บน้ำห้วยฉลอม ตาก,PU-443,รถกระบะ4ประตู TOYOTA D4DSPORTCRUISER M/T,ใช้งาน,,MRO33JNG505015657,2KD9199040,TOYOTA/2KD,102,"2,494",ษอ-2760 กทม.,23/5/2569,5/7/2569,"4,876.00",กลุ่ม 2 /ไม่เกิน 150 ลิตร,PU,231000000000,TOYOTA,รถปิคอัพ,5/7/2547
Vehicle,2000,ควนกุน ตอน 1,PU-445,รถกระบะตอนครึ่ง TOYOTA  VIGO2.5E 4WD M/T,ใช้งาน,ช่วงล่าง,MROHR29G302010225,2KD-9690505,TOYOTA-2KD,120,"2,494",ตน-9282 กทม.,23/6/2569,17/8/2569,"1,050.00",กลุ่ม 2 /ไม่เกิน 150 ลิตร,PU,231000000000,TOYOTA,รถปิคอัพ,17/8/2549
Vehicle,2000,รถไฟ4-7สระบุรี_2000,PU-446,รถกระบะตอนครึ่ง TOYOTA  VIGO2.5E 4WD M/T,ใช้งาน,ช่างไฟ LG,MROHR29G802010303,2KD-9694291,TOYOTA-2KD,120,2.49,ตน-835 กทม.,23/6/2569,20/7/2569,"1,050.00",กลุ่ม 2 /ไม่เกิน 150 ลิตร,PU,231000000000,TOYOTA,รถปิคอัพ,20/7/2549
Vehicle,2000,ศูนย์ซ่อมตรัง_2000,PU-447,รถกระบะตอนครึ่ง TOYOTA VIGO D4D 4WD M/T,ใช้งาน,,MROH-29G302010497,2KD-9702905,,120,2.49,ตน-9285 กทม.,23/6/2569,17/8/2569,"1,050.00",กลุ่ม 3 /ไม่เกิน 250 ลิตร,PU,231000000000,TOYOTA,รถปิคอัพ,17/8/2549
Vehicle,2000,รถไฟ4-7สระบุรี_2000,PU-450,รถกระบะ4ประตู TOYOTA VIGO3.0G 4WD M/T,ใช้งาน,,MROFZ29G802500568,1KD-9699362,TOYOTA-1KD,163,2.98,สส-6480 กทม.,20/6/2569,6/7/2568,"6,828.00",กลุ่ม 2 /ไม่เกิน 150 ลิตร,PU,231000000000,TOYOTA,รถปิคอัพ,6/7/2549
Vehicle,1000,ทล.3901 คลองพระยาสุเรนทร์-ประเวศ,PU-451,รถกระบะ4ประตู ISUZU D-MAX M/T,ใช้งาน,,MP1TFR86H7-T102369,4JK1E-B6546,ISUZU-4JK1E,0,2.5,สฮ-6175 กทม.,26/9/2569,21/9/2569,"4,896.00",กลุ่ม 1 /ไม่เกิน 100 ลิตร,PU,131000000000,ISUZU,รถปิคอัพ,21/9/2549
Vehicle,1000,ควนกุน ตอน 1,PU-452,รถกระบะตอนครึ่ง ISUZU D-MAX 4WD M/T,ใช้งาน,,MP1TFR86H7-T106859,4JK1E-D7404,ISUZU-4JK1E,90,2.5,ตพ-7593 กทม.,26/9/2569,21/9/2569,"1,050.00",กลุ่ม 2 /ไม่เกิน 150 ลิตร,PU,131000000000,ISUZU,รถปิคอัพ,21/9/2549
Vehicle,3000,อุโมงค์หัวหิน_1000,PU-453,รถกระบะตอนครึ่ง TOYOTA  VIGO M/T,ใช้งาน,,MROGZ19G106032822,1KD-9850232,KUN16R-CRMSY-T,163,"2,982",ตศ-7988 กทม.,20/3/2569,18/4/2569,"1,050.00",กลุ่ม 2 /ไม่เกิน 150 ลิตร,PU,331000000000,TOYOTA,รถปิคอัพ,18/4/2550
Vehicle,3000,อ่างเก็บน้ำห้วยฉลอม ตาก,PU-454,รถกระบะ4ประตู TOYOTA VIGO2.5E 4WD M/T,ใช้งาน,ทำรถฉุกเฉินของSEGMENT/4-7,MROER-19G404856610,2KD-9988240,TOYOTA-2KD,120,2.49,ชล-2035 กทม.,12/12/2568,6/11/2569,"4,876.00",กลุ่ม 2 /ไม่เกิน 150 ลิตร,PU,331000000000,TOYOTA,รถปิคอัพ,6/11/2550
Vehicle,3000,ถนนวงแหวนรอบเมืองตรัง ตอน บ.ควนปริง,PU-455,รถกระบะ4ประตู TOYOTA VIGO3.0G 4WD M/T,ใช้งาน,พระราม3,MROEZ39G108523785,1KD-6002692,TOYOTA-2KD,163,2.98,ชล-6997 กทม.,24/10/2569,20/11/2569,"6,828.00",กลุ่ม 2 /ไม่เกิน 150 ลิตร,PU,331000000000,TOYOTA,รถปิคอัพ,20/11/2550
Vehicle,3000,อ่างเก็บน้ำห้วยฉลอม ตาก,PU-456,รถกระบะตอนเดียว TOYOTA SMART CAB M/T,ใช้งาน,,MROHZ29G104701760,1KD-6319604,,163,2.98,ถพ-6853 กทม.,24/7/2568,18/8/2569,"1,050.00",กลุ่ม 2 /ไม่เกิน 150 ลิตร,PU,331000000000,TOYOTA,รถปิคอัพ,18/8/2552
Vehicle,3000,อ่างเก็บน้ำห้วยฉลอม ตาก,PU-457,รถกระบะ4ประตู ISUZU D-MAX 4WD M/T,ใช้งาน,ทีม TRUSS LG4-7/อยู่ 4-7,MP1TFS85H9T101735,4JJ1GP2792,JJ1,0,3,ฌฬ-507 กทม.,28/7/2569,27/8/2569,"6,896.00",กลุ่ม 2 /ไม่เกิน 150 ลิตร,PU,331000000000,ISUZU,รถปิคอัพ,27/8/2552
Vehicle,3000,ควนกุน ตอน 2,PU-458,รถกระบะ4ประตู ISUZU D-MAX 4WD M/T,ใช้งาน,ว่าง/สระบุรี/ควนกุน2,MP1TFS85H9T101756,4JJ1GP6427,ISUZU/4JJ1G,0,3,ฌฬ-532 กทม.,31/3/2569,27/8/2569,"6,896.00",กลุ่ม 2 /ไม่เกิน 150 ลิตร,PU,331000000000,ISUZU,รถปิคอัพ,27/8/2552
Vehicle,2000,หน่วยงานสระบุรี(ส่วนกลาง),PU-459,รถกระบะตอนครึ่ง TOYOTA S.CAP 3.0E M/T,Stand by/รอใช้งาน,ว่าง/,MROGZ19G507000580,1KD-6341784,TOYOTA-1KD,163,2.98,ถม-2704 กทม.,28/8/2569,15/9/2569,"1,050.00",กลุ่ม 2 /ไม่เกิน 150 ลิตร,PU,231000000000,TOYOTA,รถปิคอัพ,15/9/2552
Vehicle,2000,ควนกุน ตอน 1,PU-462,รถกระบะ4ประตู TOYOTA  VIGO M/T,ใช้งาน,โฟร์แมน(60ปี)/รถจมน้ำ,MROEZ19G205019140,1KD-6500860,1KD-6500860,163,2.98,ญฒ-6106 กทม.,16/3/2569,31/3/2569,"6,828.00",กลุ่ม 2 /ไม่เกิน 150 ลิตร,PU,231000000000,TOYOTA,รถปิคอัพ,31/3/2554
Vehicle,2000,ศูนย์อยุธยา,PU-463,รถกระบะตอนครึ่ง TOYOTA PRERUNNER M/T,ใช้งาน,,MROGZ39G206726785,1KD-S146834,TOYOTA-1KD,163,2.98,ฒร-9614 กทม.,21/11/2569,17/12/2569,"1,050.00",กลุ่ม 3 /ไม่เกิน 250 ลิตร,PU,231000000000,TOYOTA,รถปิคอัพ,17/12/2555
Vehicle,1000,อุโมงค์หัวหิน_1000,PU-465,รถกระบะ4ประตู TOYOTA VIGO M/T,ใช้งาน,,MR0FZ29G401670240,1KD-S124690,,163,2.98,1กณ-3510 กทม.,24/10/2569,20/12/2569,"6,828.00",กลุ่ม 2 /ไม่เกิน 150 ลิตร,PU,131000000000,TOYOTA,รถปิคอัพ,20/12/2555
Vehicle,2000,ถนนวงแหวนรอบเมืองตรัง ตอน บ.ควนปริง,PU-466,รถกระบะตอนเดียว ISUZU D-MAX M/T,ใช้งาน,,MP1TFR86JDT078959,4JK1LJ7684,ISUZU-4JK1L,0,2.5,ฮษ-6680 กทม.,13/11/2569,29/11/2569,"1,050.00",กลุ่ม 2 /ไม่เกิน 150 ลิตร,PU,231000000000,ISUZU,รถปิคอัพ,29/11/2556
Vehicle,2000,สนญ ซีวิลเอนจีเนียริง จำกัด(มหาชน),PU-467,รถกระบะตอนเดียว ISUZU D-MAX M/T,ใช้งาน,ประจำแผนกพัสดุ สนญ.,MP1TFR86JDT085163,4JK1LL2678,ISUZU-4JK1L,0,2.5,1ฒข-7366 กทม.,20/11/2569,29/11/2569,"1,050.00",กลุ่ม 4 /เฉพาะกิจ,PU,231000000000,ISUZU,รถปิคอัพ,13/11/2560
Vehicle,1000,อ่างเก็บน้ำห้วยฉลอม ตาก,PU-468,รถกระบะตอนครึ่ง ISUZU D-MAX M/T,ใช้งาน,อยู่ 4-7,MP1TFR86JF-G045650,4JK1N-C1070,ISUZU-4JK1N,0,2.5,1ฒธ-713 กทม.,10/5/2569,29/5/2569,"1,050.00",กลุ่ม 2 /ไม่เกิน 150 ลิตร,PU,131000000000,ISUZU,รถปิคอัพ,29/5/2558
Vehicle,1000,ทล.3901 คลองพระยาสุเรนทร์-ประเวศ,PU-469,รถกระบะตอนครึ่ง ISUZU D-MAX M/T,ใช้งาน,,MP1TFR86JF-G045659,4JK1N-C1069,ISUZU-4JK1N,0,2.5,1ฒธ-714 กทม.,10/5/2569,29/5/2569,"1,050.00",กลุ่ม 2 /ไม่เกิน 150 ลิตร,PU,131000000000,ISUZU,รถปิคอัพ,29/5/2558
Vehicle,1000,ทล.3901ตอน2.2_1000,PU-470,รถกระบะตอนครึ่ง ISUZU D-MAX M/T,ใช้งาน,,MP1TFR86JF-G045660,4JK1N-C1086,ISUZU-4JK1N,0,2.5,1ฒธ-721 กทม.,23/5/2569,29/5/2569,"1,050.00",กลุ่ม 2 /ไม่เกิน 150 ลิตร,PU,131000000000,ISUZU,รถปิคอัพ,29/5/2558
Vehicle,1000,แพล้นท์ยางบางปะหัน_2000,PU-471,รถกระบะตอนครึ่ง ISUZU D-MAX M/T,ใช้งาน,,MP1TFR86JF-G047204,4JK1N-C3255,ISUZU-4JK1N,0,2.5,1ฒธ-716 กทม.,23/5/2569,29/5/2569,"1,050.00",กลุ่ม 1 /ไม่เกิน 100 ลิตร,PU,131000000000,ISUZU,รถปิคอัพ,29/5/2558
Vehicle,1000,แจ้งวัฒนะ-ปากเกร็ด,PU-473,รถกระบะตอนครึ่ง ISUZU D-MAX M/T,ใช้งาน,,MP1TFR86JFG047314,4JK1N-C5688,ISUZU-4JK1N,0,2.5,1ฒธ-718 กทม.,13/5/2569,29/5/2569,"1,050.00",กลุ่ม 2 /ไม่เกิน 150 ลิตร,PU,131000000000,ISUZU,รถปิคอัพ,29/5/2558
Vehicle,2000,ควนกุน ตอน 1,PU-474,รถกระบะตอนครึ่ง ISUZU D-MAX M/T,ใช้งาน,,MP1TFR86JF-G050229,4JK1NC-8061,ISUZU-4JK1NC,0,2.5,1ฒธ-5248 กทม.,14/5/2569,17/6/2569,"1,050.00",กลุ่ม 2 /ไม่เกิน 150 ลิตร,PU,231000000000,ISUZU,รถปิคอัพ,17/6/2558
Vehicle,2000,หน่วยงานสระบุรี(ส่วนกลาง),PU-475,รถกระบะตอนครึ่ง ISUZU D-MAX M/T,ใช้งาน,,MP1TFR86JF-G050231,4JK1NC-8033,ISUZU-4JK1NC,0,2.5,1ฒธ-5246 กทม.,14/5/2569,17/6/2569,"1,050.00",กลุ่ม 2 /ไม่เกิน 150 ลิตร,PU,231000000000,ISUZU,รถปิคอัพ,17/6/2558
Vehicle,2000,ทล.3901ตอน2.2_2000,PU-476,รถกระบะตอนครึ่ง ISUZU D-MAX M/T,ใช้งาน,,MP1TFR86JF-G050232,4JK1NC-8035,ISUZU-4JK1NC,0,2.5,1ฒธ-5244 กทม.,14/5/2569,17/6/2569,"1,050.00",กลุ่ม 2 /ไม่เกิน 150 ลิตร,PU,231000000000,ISUZU,รถปิคอัพ,17/6/2558
Vehicle,2000,ควนกุน ตอน 1,PU-477,รถกระบะตอนครึ่ง ISUZU D-MAX M/T,ใช้งาน,ชุด1 แช่ม,MP1TFR86JF-G050240,4JK1NC-8048,ISUZU-4JK1NC,0,2.5,1ฒธ-5247 กทม.,20/5/2568,17/6/2569,"1,050.00",กลุ่ม 2 /ไม่เกิน 150 ลิตร,PU,231000000000,ISUZU,รถปิคอัพ,17/6/2558
Vehicle,2000,ถนนวงแหวนรอบเมืองตรัง ตอน บ.ควนปริง,PU-478,รถกระบะตอนครึ่ง ISUZU D-MAX M/T,ใช้งาน,,MP1TFR86JF-G050244,4JK1NC-8046,ISUZU-4JK1NC,0,2.5,1ฒธ-5245 กทม.,20/5/2569,17/6/2569,"1,050.00",กลุ่ม 2 /ไม่เกิน 150 ลิตร,PU,231000000000,ISUZU,รถปิคอัพ,17/6/2558
Vehicle,1000,แจ้งวัฒนะ-ปากเกร็ด,PU-479,รถกระบะตอนครึ่ง ISUZU D-MAX M/T,ใช้งาน,จป.,MP1TFR86JF-G069927,4JK1NK-9748,ISUZU-4JK1NC,0,2.5,1ฒพ-2768 กทม.,9/10/2569,4/11/2569,"1,050.00",กลุ่ม 2 /ไม่เกิน 150 ลิตร,PU,131000000000,ISUZU,รถปิคอัพ,4/11/2558
Vehicle,1000,อุโมงค์หัวหิน_1000,PU-481,รถกระบะตอนครึ่ง ISUZU D-MAX M/T,ใช้งาน,,MP1TFR86JF-G072133,4JK1NL-9390,ISUZU-4JK1NC,0,2.5,1ฒพ-2766 กทม.,9/10/2569,4/11/2569,"1,050.00",กลุ่ม 2 /ไม่เกิน 150 ลิตร,PU,131000000000,ISUZU,รถปิคอัพ,4/11/2558
Vehicle,1000,แจ้งวัฒนะ-ปากเกร็ด,PU-482,รถกระบะตอนครึ่ง ISUZU D-MAX M/T,ใช้งาน,,MP1TFR86JF-G072141,4JK1NL-9384,ISUZU-4JK1NC,0,2.5,1ฒพ-2770 กทม.,9/10/2569,4/11/2569,"1,050.00",กลุ่ม 2 /ไม่เกิน 150 ลิตร,PU,131000000000,ISUZU,รถปิคอัพ,4/11/2558
Vehicle,1000,รถไฟ4-7สระบุรี_2000,PU-483,รถกระบะ4ประตู TOYOTA D-CAB M/T,ใช้งาน,,MR0CB8CD200400342,2GDC002625,TOYOTA-2GD,150,2.39,5กต-4914 กทม.,20/6/2569,4/7/2569,"4,472.00",กลุ่ม 2 /ไม่เกิน 150 ลิตร,PU,131000000000,TOYOTA,รถปิคอัพ,4/7/2559
Vehicle,2000,ถนนวงแหวนรอบเมืองตรัง ตอน บ.ควนปริง,PU-485,รถกระบะตอนครึ่ง TOYOTA REVO2.4J PLUS M/T,ใช้งาน,พระราม3,MR0CB8CC200285359,2GDC121787,TOYOTA,150,2.39,1ฒห-5554 กทม.,26/10/2569,21/11/2569,"1,050.00",กลุ่ม 2 /ไม่เกิน 150 ลิตร,PU,231000000000,TOYOTA,รถปิคอัพ,21/11/2559
Vehicle,2000,อุโมงค์หัวหิน_1000,PU-486,รถกระบะตอนครึ่ง TOYOTA REVO2.4J PLUS M/T,ใช้งาน,ช่วยดูเครื่องจักร,MR0CB8CC800285835,2GDC126775,TOYOTA,150,2.39,1ฒห-5553 กทม.,26/10/2569,21/11/2569,"1,050.00",กลุ่ม 2 /ไม่เกิน 150 ลิตร,PU,231000000000,TOYOTA,รถปิคอัพ,21/11/2559
Vehicle,2000,ถนนวงแหวนรอบเมืองตรัง ตอน บ.ควนปริง,PU-487,รถกระบะตอนครึ่ง TOYOTA REVO2.4J PLUS M/T,ใช้งาน,จนท. จป./พระราม3,MR0CB8CC000284274,2GDC109762,TOYOTA,150,2.39,1ฒห-5550 กทม.,26/10/2569,21/11/2569,"1,050.00",กลุ่ม 2 /ไม่เกิน 150 ลิตร,PU,231000000000,TOYOTA,รถปิคอัพ,21/11/2559
